date,store,category,unit_price,units_sold
2024-11-18,East,Electronics,159.5,5
2024-04-26,West,Home & Garden,154.82,2
2023-10-30,West,Groceries,25.35,5
2024-11-20,south,Clothing,90.62,1
2024-02-03,West,Home & Garden,87.63,3
2023-04-11,Central,Groceries,41.26,1
2023-09-10,West,Toys,22.95,5
2024-06-25,North,Electronics,845.52,5
2024-03-17,South,Clothing,117.91,4
2024-07-25,Central,Home & Garden,207.43,5
2024-12-22,Central,Electronics,433.82,2
2024-07-13,North,Groceries,49.41,5
2023-12-10,South,Groceries,20.58,2
2023-08-27,North,Home & Garden,201.33,1
2023-03-13,East,Clothing,110.38,5
2023-07-10,South,Electronics,367.74,1
2024-08-29,east,Toys,27.6,4
2024-01-15,Central,Groceries,59.2,5
2024-03-28,West,Home & Garden,173.0,4
2023-06-10,East,Home & Garden,40.32,3
2024-11-19,North,Home & Garden,21.31,3
2024-11-03,West,Groceries,12.03,1
2024-05-04,Central,Electronics,574.2,3
2023-11-22,West,Groceries,5.79,5
2024-12-19,West,Electronics,699.23,4
2023-12-12,North,Home & Garden,,5
2024-06-21,East,Electronics,565.95,3
2023-11-18,South,Clothing,118.74,5
2024-09-27,South,Electronics,421.57,5
2023-11-05,Central,Home & Garden,54.53,1
2024-12-04,East,Clothing,94.62,4
2024-04-26,South,Clothing,,4
2023-10-24,North,Clothing,28.11,2
2024-02-29,North,Groceries,39.54,4
2023-04-07,West,Groceries,16.23,4
2023-01-24,East,Groceries,15.52,1
2024-10-04,East,Electronics,258.97,5
2024-04-29,North,Home & Garden,88.06,4
2024-06-18,East,Clothing,79.76,1
2024-03-15,west,Groceries,50.64,4
2024-08-31,Central,Groceries,36.32,4
2024-09-12,West,Groceries,23.12,2
2023-07-10,North,Groceries,10.28,4
2023-02-20,North,Groceries,31.47,5
2023-12-07,Central,Clothing,63.23,5
2024-02-06,East,Home & Garden,213.37,3
2024-11-17,South,Toys,53.19,5
2023-10-23,South,Groceries,53.27,5
2023-12-07,Central,Toys,71.61,5
2024-06-23,East,Home & Garden,268.5,4
2024-12-31,West,Electronics,266.57,1
2024-12-14,North,Electronics,696.4,2
2024-07-27,East,Home & Garden,30.79,5
2024-10-21,West,Groceries,43.25,1
2023-02-16,Central,Clothing,88.2,5
2023-08-28,South,Toys,,4
2024-02-27,central,Electronics,187.21,3
2024-08-08,Central,Electronics,851.49,2
2024-10-27,East,Electronics,517.3,4
2024-08-09,North,Home & Garden,115.71,1
2023-11-21,West,Toys,42.64,2
2023-03-06,East,Clothing,45.86,2
2024-03-11,Central,Home & Garden,293.67,5
2023-08-31,East,Clothing,36.87,2
2024-05-26,West,Groceries,18.42,3
2023-04-28,South,Electronics,,4
2024-07-10,East,Groceries,44.52,5
2024-01-25,West,Clothing,77.76,2
2023-04-11,Central,Clothing,15.91,3
2023-06-21,West,Clothing,38.35,1
2024-05-23,Central,Home & Garden,210.31,5
2023-06-11,North,Electronics,307.98,5
2023-07-19,West,Electronics,204.44,5
2024-04-10,South,Toys,51.4,4
2023-01-27,West,Home & Garden,49.18,4
2024-11-08,South,Groceries,22.88,2
2024-04-19,West,Clothing,27.55,1
2023-11-05,East,Toys,42.39,1
2024-06-27,West,Electronics,551.29,5
2024-07-06,South,Electronics,440.82,3
2024-11-05,Central,Electronics,688.54,1
2023-12-05,East,Electronics,1218.9,4
2023-08-26,West,Home & Garden,184.31,4
2023-08-31,Central,Home & Garden,281.36,3
2023-08-17,East,Electronics,801.43,2
2024-03-06,West,Clothing,61.72,4
2023-12-19,West,Toys,110.6,3
2024-08-31,Central,Home & Garden,46.4,1
2024-04-03,West,Clothing,116.86,3
2024-07-15,Central,Electronics,592.52,1
2024-02-27,Central,Groceries,21.5,5
2023-04-23,West,Clothing,40.6,2
2024-04-20,Central,Home & Garden,256.99,2
2024-07-04,South,Toys,29.42,1
2023-07-25,North,Clothing,73.88,1
2023-10-30,North,Clothing,72.23,3
2024-11-19,East,Electronics,278.0,2
2024-05-27,East,Groceries,37.22,3
2023-09-15,East,Electronics,447.92,1
2024-09-06,Central,Home & Garden,150.36,4
2024-08-04,Central,Groceries,39.25,3
2023-05-24,central,Groceries,49.24,4
2023-07-17,South,Groceries,18.39,4
2023-03-02,North,Clothing,106.2,2
2024-10-07,Central,Electronics,587.61,4
2024-04-21,Central,Electronics,682.57,5
2024-10-02,South,Clothing,102.85,3
2024-05-15,West,Groceries,59.52,5
2024-12-10,South,Toys,73.58,5
2024-10-29,Central,Toys,10.84,2
2024-03-13,South,Clothing,38.09,3
2024-02-24,North,Groceries,33.34,1
2024-01-03,South,Toys,11.62,5
2024-03-07,East,Electronics,591.94,5
2023-12-17,South,Home & Garden,183.36,4
2024-07-06,East,Electronics,707.86,3
2024-07-11,North,Home & Garden,183.21,5
2023-02-01,West,Toys,57.75,1
2023-11-16,Central,Groceries,21.33,2
2024-08-11,South,Clothing,66.24,5
2024-01-19,South,Electronics,581.72,3
2024-09-07,South,Clothing,87.46,3
2024-10-01,West,Electronics,870.09,5
2023-03-24,south,Electronics,800.36,5
2023-01-26,West,Clothing,106.64,5
2024-06-18,east,Groceries,20.86,1
2023-08-14,South,Home & Garden,134.86,3
2023-11-16,East,Clothing,71.16,3
2024-09-14,South,Electronics,763.34,2
2023-02-22,South,Groceries,28.98,5
2024-04-07,East,Clothing,63.36,5
2024-12-24,South,Groceries,39.53,5
2024-06-14,North,Toys,15.56,1
2024-01-16,East,Toys,30.01,3
2024-05-31,North,Toys,,3
2024-04-13,Central,Home & Garden,123.52,5
2023-03-21,East,Electronics,693.7,2
2024-10-28,West,Home & Garden,191.32,4
2024-08-13,South,Home & Garden,281.29,3
2024-04-01,South,Electronics,707.24,2
2023-11-20,North,Electronics,790.64,1
2023-07-06,South,Clothing,76.92,2
2023-10-22,South,Groceries,42.35,5
2023-07-05,South,Clothing,18.76,1
2024-07-20,South,Toys,65.12,5
2024-05-09,East,Toys,17.21,3
2023-03-16,North,Clothing,55.31,5
2023-10-13,North,Home & Garden,109.26,2
2023-12-26,South,Home & Garden,72.65,2
2024-09-25,North,Groceries,59.08,1
2024-09-28,South,Home & Garden,295.96,2
2024-01-17,North,Groceries,35.18,1
2024-05-02,North,Home & Garden,207.1,5
2024-02-07,Central,Toys,77.66,4
2023-07-21,West,Home & Garden,71.14,5
2024-04-17,North,Home & Garden,205.44,5
2024-03-17,central,Electronics,644.15,2
2024-08-01,West,Groceries,11.7,1
2024-08-12,South,Home & Garden,114.94,4
2024-03-25,North,Groceries,45.38,1
2023-02-01,North,Home & Garden,31.66,2
2024-01-09,Central,Electronics,847.07,3
2023-06-19,Central,Toys,43.92,4
2023-04-19,Central,Clothing,87.18,1
2023-08-31,North,Toys,50.91,5
2024-03-24,South,Groceries,11.5,3
2024-05-27,Central,Clothing,88.84,1
2023-12-15,North,Toys,23.55,3
2024-07-10,Central,Toys,73.42,3
2024-08-15,Central,Electronics,386.76,2
2024-07-18,South,Clothing,53.78,4
2024-05-28,East,Groceries,59.67,3
2024-10-30,North,Electronics,419.13,5
2023-06-10,West,Clothing,86.99,5
2024-01-02,East,Toys,58.25,1
2023-09-11,Central,Electronics,722.0,4
2024-05-19,North,Home & Garden,211.06,3
2024-02-23,West,Clothing,31.71,4
2024-09-28,East,Home & Garden,21.11,3
2023-03-04,East,Electronics,309.86,2
2024-01-30,Central,Toys,30.23,4
2024-09-05,North,Electronics,555.96,5
2023-08-20,West,Clothing,81.8,3
2023-03-21,Central,Groceries,53.87,2
2024-06-07,West,Groceries,5.57,2
2024-07-27,South,Clothing,38.02,1
2024-07-08,South,Toys,59.38,4
2023-04-23,North,Groceries,52.87,3
2024-01-29,West,Toys,39.23,5
2024-03-29,East,Clothing,118.45,5
2024-07-24,East,Toys,20.85,4
2024-05-21,South,Electronics,307.61,1
2024-03-02,South,Clothing,42.25,3
2024-06-18,East,Groceries,10.59,1
2024-04-15,East,Toys,44.49,5
2024-05-31,West,Clothing,26.19,4
2024-03-22,Central,Home & Garden,207.71,5
2024-02-23,East,Electronics,856.07,2
2023-09-30,North,Home & Garden,138.32,3
2024-03-04,west,Electronics,263.82,5
2023-07-30,East,Electronics,869.99,2
2024-12-01,South,Home & Garden,224.36,4
2024-09-27,Central,Groceries,59.03,5
2024-08-26,South,Toys,51.6,2
2024-11-26,North,Toys,45.94,5
2023-01-09,West,Toys,20.62,1
2023-11-02,South,Toys,35.86,3
2024-11-01,East,Toys,69.85,5
2024-11-01,North,Toys,10.95,5
2023-03-17,Central,Toys,77.75,3
2024-05-07,South,Toys,41.95,2
2023-06-15,North,Home & Garden,227.29,5
2023-08-26,Central,Clothing,18.57,3
2023-02-15,Central,Clothing,114.41,4
2023-05-15,East,Home & Garden,247.93,1
2023-02-26,West,Electronics,469.5,3
2024-01-13,Central,Groceries,8.28,3
2023-12-15,West,Electronics,335.14,4
2023-07-29,East,Clothing,106.38,5
2023-06-14,East,Groceries,53.7,4
2024-10-13,East,Electronics,616.55,4
2023-11-27,North,Clothing,36.88,5
2024-02-27,west,Groceries,55.37,4
2023-02-07,Central,Groceries,50.57,1
2024-11-20,South,Electronics,693.31,5
2023-06-06,West,Groceries,30.92,3
2024-12-28,South,Electronics,899.78,2
2024-05-09,West,Home & Garden,274.75,4
2023-10-11,East,Clothing,51.9,1
2024-07-04,Central,Clothing,115.57,5
2023-09-20,South,Electronics,630.99,4
2023-08-02,East,Electronics,722.07,3
2024-08-02,South,Home & Garden,39.59,3
2024-02-12,West,Electronics,883.34,3
2024-04-07,North,Groceries,5.21,3
2024-11-14,South,Clothing,49.77,1
2024-10-03,West,Toys,66.43,5
2024-02-24,West,Toys,21.31,5
2024-01-09,West,Groceries,31.18,3
2024-02-03,South,Electronics,696.25,1
2023-09-18,Central,Home & Garden,197.54,3
2024-08-12,North,Groceries,24.95,3
2024-07-26,Central,Toys,71.84,1
2023-03-02,South,Home & Garden,194.58,5
2023-10-01,West,Groceries,17.78,4
2024-11-27,West,Electronics,325.68,2
2023-01-21,South,Toys,53.36,1
2024-11-30,East,Groceries,,5
2024-05-26,Central,Clothing,92.24,5
2024-10-19,North,Toys,21.07,4
2024-02-04,North,Home & Garden,70.1,5
2023-07-15,North,Home & Garden,,2
2023-03-11,South,Toys,28.08,5
2023-09-19,North,Electronics,857.92,4
2023-09-17,South,Home & Garden,80.31,1
2023-03-15,West,Toys,18.5,4
2023-11-05,North,Groceries,41.85,3
2023-06-08,Central,Groceries,31.98,3
2024-07-26,North,Toys,12.65,4
2023-08-19,Central,Electronics,,3
2023-12-06,North,Clothing,63.22,1
2023-12-03,West,Home & Garden,222.81,4
2023-06-12,East,Home & Garden,217.45,2
2023-09-13,West,Electronics,301.5,2
2024-08-05,West,Clothing,60.48,4
2023-09-04,North,Home & Garden,103.2,1
2024-03-03,north,Toys,42.01,3
2024-08-27,Central,Electronics,,3
2023-11-28,North,Toys,14.18,1
2023-02-06,West,Clothing,44.75,3
2023-01-24,Central,Clothing,,2
2023-07-04,South,Toys,79.81,4
2023-08-01,North,Groceries,55.33,1
2024-12-19,East,Groceries,5.41,5
2023-04-06,North,Groceries,15.86,2
2024-09-26,south,Electronics,364.97,3
2024-10-15,North,Clothing,26.9,2
2023-04-16,East,Groceries,19.99,3
2024-04-10,East,Toys,78.92,5
2023-01-23,Central,Electronics,531.27,3
2024-06-14,North,Groceries,53.94,5
2023-06-20,Central,Electronics,422.84,5
2023-11-03,North,Groceries,17.52,5
2023-08-01,East,Home & Garden,45.09,5
2023-07-24,South,Groceries,57.66,2
2023-04-07,South,Electronics,413.05,5
2024-01-18,South,Groceries,36.54,3
2024-04-13,South,Groceries,59.99,2
2023-12-24,West,Groceries,33.6,2
2023-08-11,south,Groceries,44.4,4
2024-09-06,Central,Toys,46.29,3
2023-09-28,West,Home & Garden,172.56,5
2024-12-21,West,Home & Garden,71.16,5
2024-12-11,Central,Toys,66.13,2
2023-07-04,east,Toys,13.2,5
2024-07-22,North,Groceries,21.45,2
2023-11-27,West,Toys,33.38,4
2024-07-29,South,Electronics,611.38,5
2023-12-07,Central,Electronics,291.29,3
2024-01-12,South,Clothing,36.31,4
2023-03-08,South,Groceries,15.13,5
2023-02-11,Central,Groceries,30.21,5
2023-06-03,West,Home & Garden,151.72,2
2024-01-15,South,Home & Garden,84.43,4
2024-09-29,central,Home & Garden,90.94,4
2024-12-09,South,Groceries,19.96,4
2024-04-16,Central,Electronics,284.46,5
2024-03-01,East,Clothing,112.25,5
2023-09-08,West,Home & Garden,86.95,5
2023-01-16,West,Groceries,44.89,4
2024-01-28,North,Home & Garden,126.38,2
2024-04-10,South,Groceries,51.57,3
2024-01-26,South,Toys,71.42,2
2023-04-25,South,Toys,58.78,4
2024-01-04,South,Clothing,97.0,3
2023-04-23,West,Toys,45.71,2
2024-02-29,West,Home & Garden,192.36,4
2023-04-08,Central,Home & Garden,273.01,5
2023-06-06,South,Home & Garden,268.84,1
2024-03-30,Central,Electronics,468.91,3
2024-12-08,Central,Groceries,42.05,1
2023-09-08,North,Groceries,42.58,1
2024-04-06,West,Toys,12.7,1
2023-08-11,West,Groceries,52.93,2
2023-04-13,West,Clothing,33.49,2
2024-01-28,South,Groceries,15.34,4
2023-08-11,Central,Clothing,57.09,1
2023-09-03,East,Electronics,605.61,1
2024-02-29,North,Toys,11.93,5
2024-08-15,North,Home & Garden,98.32,3
2024-09-14,south,Groceries,9.05,4
2024-09-06,West,Home & Garden,82.18,3
2023-11-15,Central,Toys,20.19,5
2024-07-11,South,Clothing,85.53,4
2023-01-08,South,Clothing,83.13,2
2023-08-31,North,Clothing,115.8,4
2023-11-07,East,Groceries,59.2,1
2023-12-16,South,Home & Garden,224.48,1
2023-02-21,North,Clothing,92.67,3
2024-01-20,East,Electronics,568.85,3
2023-07-17,South,Electronics,246.19,1
2024-11-24,East,Toys,29.96,1
2024-11-15,North,Electronics,735.58,5
2024-08-21,Central,Groceries,43.1,1
2023-08-25,North,Home & Garden,285.76,3
2024-12-16,East,Groceries,7.22,1
2024-08-19,West,Home & Garden,236.55,4
2023-08-02,East,Groceries,27.08,2
2024-06-19,South,Clothing,114.66,1
2024-05-26,East,Home & Garden,288.34,4
2024-11-16,Central,Groceries,58.21,5
2023-11-13,Central,Toys,20.72,5
2024-03-29,Central,Electronics,249.21,3
2024-12-17,South,Toys,88.99,3
2024-10-10,North,Clothing,102.05,3
2024-12-30,North,Groceries,9.75,3
2024-06-03,East,Clothing,118.09,1
2024-02-01,South,Electronics,498.12,4
2024-03-04,South,Clothing,118.65,5
2024-09-23,Central,Groceries,13.77,2
2023-09-09,West,Home & Garden,244.71,2
2024-10-16,South,Toys,32.9,5
2024-09-17,west,Toys,45.1,4
2024-11-26,Central,Electronics,780.87,2
2024-11-07,East,Clothing,33.37,3
2023-12-29,Central,Electronics,836.08,4
2023-09-14,East,Clothing,107.32,2
2024-09-18,North,Groceries,33.39,4
2024-04-03,Central,Electronics,639.24,1
2023-10-28,West,Clothing,87.64,2
2023-09-22,East,Home & Garden,61.75,1
2024-09-20,Central,Clothing,92.1,1
2024-01-30,Central,Home & Garden,296.09,4
2024-04-21,East,Clothing,16.73,1
2024-06-30,South,Clothing,58.4,2
2023-10-18,West,Toys,10.05,2
2023-08-29,West,Groceries,39.7,1
2023-03-08,East,Electronics,562.93,5
2023-12-09,West,Groceries,24.95,4
2024-08-24,West,Toys,65.03,1
2023-09-12,East,Clothing,93.85,2
2024-10-06,East,Groceries,34.1,3
2024-06-30,South,Toys,11.22,3
2023-12-06,North,Clothing,20.18,1
2023-12-07,East,Groceries,23.64,2
2023-07-24,East,Groceries,22.83,1
2024-02-11,Central,Electronics,221.67,2
2024-07-21,West,Toys,41.56,4
2024-10-23,South,Clothing,55.22,2
2024-01-21,South,Groceries,59.21,5
2024-01-04,South,Home & Garden,253.9,3
2024-11-02,West,Home & Garden,278.17,5
2023-05-22,East,Groceries,34.73,4
2024-06-27,North,Clothing,110.07,3
2024-09-01,Central,Clothing,101.11,1
2023-01-09,North,Home & Garden,227.61,3
2024-05-30,East,Home & Garden,109.62,1
2024-09-25,Central,Toys,35.64,2
2023-12-12,West,Groceries,16.67,5
2023-04-04,West,Electronics,690.2,2
2024-05-17,South,Groceries,16.38,2
2024-03-22,East,Clothing,112.71,3
2024-06-23,North,Clothing,100.69,1
2023-03-26,South,Clothing,106.02,1
2024-08-28,West,Electronics,415.65,5
2024-04-29,East,Clothing,77.21,2
2023-11-05,West,Toys,15.2,1
2023-09-05,Central,Clothing,64.61,1
2024-06-10,North,Clothing,93.28,2
2023-04-15,East,Toys,55.71,1
2024-07-25,East,Toys,61.13,3
2023-12-16,East,Home & Garden,92.63,1
2024-05-01,South,Clothing,25.08,1
2024-12-25,West,Home & Garden,177.62,5
2024-11-01,East,Toys,59.18,5
2024-02-19,South,Toys,47.35,2
2023-12-31,North,Clothing,56.99,4
2023-11-19,West,Electronics,518.65,1
2024-06-25,North,Toys,50.06,3
2024-02-10,South,Groceries,8.37,4
2024-03-09,East,Home & Garden,133.31,1
2024-04-29,Central,Toys,42.61,3
2023-06-11,East,Groceries,15.28,4
2024-07-27,South,Electronics,724.59,4
2023-12-17,South,Groceries,30.15,1
2024-02-13,North,Electronics,443.6,4
2023-12-01,North,Home & Garden,235.91,4
2023-01-13,North,Groceries,10.04,4
2023-08-03,South,Home & Garden,174.98,3
2024-09-05,North,Clothing,101.41,5
2023-05-11,North,Toys,19.73,2
2023-09-10,South,Home & Garden,192.83,5
2023-11-10,South,Electronics,730.17,4
2023-06-23,South,Electronics,563.84,5
2024-05-28,East,Groceries,6.36,5
2023-03-27,North,Toys,19.21,5
2024-01-07,Central,Home & Garden,279.26,2
2023-05-02,East,Toys,71.64,2
2023-06-26,South,Clothing,79.2,4
2024-01-09,East,Electronics,704.14,5
2024-03-09,Central,Toys,25.93,2
2024-02-15,West,Clothing,54.72,4
2024-04-24,north,Electronics,420.01,1
2024-06-05,East,Home & Garden,26.98,5
2024-11-20,South,Home & Garden,291.91,4
2023-11-11,South,Electronics,664.09,2
2024-08-04,Central,Electronics,540.72,5
2024-10-15,Central,Home & Garden,43.03,1
2024-01-10,West,Toys,12.9,2
2023-11-20,East,Electronics,213.17,2
2024-08-18,East,Groceries,,1
2024-06-29,South,Home & Garden,154.22,5
2024-09-10,West,Toys,68.89,4
2024-01-17,South,Clothing,44.6,2
2024-07-21,Central,Groceries,41.36,3
2024-10-31,West,Clothing,43.63,4
2023-04-29,Central,Clothing,44.91,3
2024-07-24,South,Groceries,12.7,5
2024-07-05,South,Home & Garden,195.93,3
2023-03-20,North,Groceries,28.7,2
2024-07-27,North,Toys,27.73,4
2024-11-28,Central,Clothing,112.36,4
2024-07-28,south,Electronics,775.83,1
2024-03-24,East,Clothing,116.54,1
2024-06-13,West,Home & Garden,81.66,4
2023-04-05,West,Electronics,225.56,3
2023-06-16,North,Groceries,57.13,4
2024-11-23,East,Groceries,29.26,5
2024-12-12,West,Toys,50.64,2
2023-07-28,Central,Toys,47.79,4
2024-05-18,North,Home & Garden,170.1,2
2023-09-01,Central,Toys,24.83,4
2023-04-03,North,Home & Garden,92.15,4
2023-03-24,East,Groceries,18.36,3
2023-11-10,Central,Groceries,14.13,5
2024-12-17,West,Electronics,861.79,3
2023-09-26,East,Clothing,98.66,2
2024-06-20,South,Groceries,16.32,5
2024-02-04,Central,Groceries,31.35,1
2023-09-06,East,Home & Garden,47.17,4
2023-02-03,South,Home & Garden,159.31,4
2023-03-18,East,Toys,70.09,1
2023-03-13,West,Electronics,629.4,1
2023-12-09,South,Clothing,113.84,5
2024-02-25,East,Toys,71.97,4
2023-03-25,south,Toys,22.78,1
2023-07-27,east,Groceries,23.44,4
2023-04-27,Central,Home & Garden,90.98,5
2023-11-20,North,Home & Garden,101.62,3
2024-01-28,North,Clothing,34.35,1
2024-04-29,East,Electronics,342.63,3
2023-01-04,West,Groceries,7.14,2
2023-07-17,North,Home & Garden,145.99,1
2024-10-13,South,Electronics,280.55,5
2023-07-24,West,Home & Garden,140.59,3
2024-09-19,South,Home & Garden,242.19,4
2024-03-31,East,Groceries,57.7,1
2024-09-20,South,Groceries,39.97,1
2024-01-13,West,Electronics,182.22,5
2023-06-03,West,Clothing,103.24,5
2024-05-27,Central,Clothing,21.4,4
2024-05-12,West,Electronics,337.03,4
2023-12-05,West,Groceries,41.5,5
2024-08-01,East,Clothing,93.92,4
2023-05-02,West,Electronics,269.14,3
2023-04-15,East,Toys,54.01,1
2023-05-30,West,Clothing,101.19,1
2024-04-12,North,Clothing,68.01,5
2023-12-12,East,Groceries,43.54,5
2024-07-05,South,Toys,50.53,3
2023-03-14,Central,Toys,27.83,1
2024-07-04,North,Home & Garden,289.29,5
2023-08-29,West,Groceries,,1
2024-02-12,North,Home & Garden,276.65,3
2023-05-13,west,Toys,59.65,1
2024-08-29,West,Clothing,101.1,3
2024-01-25,Central,Groceries,14.17,1
2023-01-27,Central,Electronics,363.97,4
2023-07-04,Central,Clothing,116.28,2
2023-09-04,North,Toys,32.36,5
2024-06-10,East,Home & Garden,175.05,4
2024-10-12,North,Clothing,48.49,4
2023-10-08,West,Home & Garden,228.87,5
2023-04-09,East,Toys,10.11,1
2023-04-14,Central,Electronics,667.37,4
2023-09-15,Central,Clothing,68.28,1
2024-06-04,West,Home & Garden,214.44,2
2024-10-02,South,Toys,45.26,1
2023-04-04,east,Home & Garden,155.19,5
2024-02-19,South,Toys,25.99,1
2023-08-20,Central,Clothing,81.47,5
2024-05-30,east,Clothing,28.73,2
2024-02-16,East,Toys,28.09,3
2023-05-12,Central,Home & Garden,112.39,1
2023-04-10,South,Home & Garden,177.64,2
2023-12-05,North,Clothing,86.5,4
2023-05-09,South,Clothing,62.29,1
2024-09-21,Central,Electronics,377.33,5
2023-12-21,Central,Home & Garden,115.96,4
2024-01-08,North,Home & Garden,57.5,3
2024-09-29,West,Groceries,22.57,4
2023-08-29,West,Clothing,39.03,1
2024-02-27,Central,Home & Garden,65.9,2
2024-03-27,West,Clothing,29.2,5
2024-05-15,Central,Home & Garden,102.49,3
2023-03-24,East,Toys,17.09,4
2023-05-09,East,Toys,40.93,1
2023-09-29,West,Toys,41.08,2
2024-07-20,Central,Toys,,3
2024-05-22,North,Electronics,867.55,2
2024-11-26,North,Electronics,518.61,5
2023-05-27,central,Toys,40.33,4
2023-12-10,West,Toys,83.15,2
2024-12-13,Central,Groceries,10.7,3
2023-04-04,south,Clothing,108.99,3
2024-01-07,South,Toys,68.69,1
2024-10-23,West,Electronics,681.63,2
2024-06-02,West,Home & Garden,264.56,2
2024-06-14,North,Toys,51.7,4
2024-12-19,West,Clothing,27.66,4
2023-07-18,North,Groceries,29.04,4
2023-05-21,West,Home & Garden,137.0,4
2023-01-19,Central,Home & Garden,207.63,5
2023-10-19,West,Toys,77.33,4
2024-11-29,South,Clothing,23.2,5
2024-02-18,North,Toys,22.31,5
2024-03-26,West,Electronics,525.16,5
2023-06-27,North,Home & Garden,84.13,2
2024-09-01,West,Groceries,42.32,5
2023-02-06,North,Home & Garden,261.17,4
2023-07-24,East,Groceries,58.43,2
2023-01-13,Central,Groceries,,5
2023-07-02,Central,Home & Garden,38.46,1
2023-09-02,south,Groceries,30.68,4
2023-04-21,West,Home & Garden,148.14,1
2024-04-18,South,Clothing,94.57,3
2024-08-12,West,Toys,78.92,3
2023-05-25,North,Electronics,599.47,5
2024-08-17,Central,Groceries,28.21,4
2023-01-25,South,Home & Garden,299.18,2
2023-09-02,East,Toys,69.31,2
2023-10-20,West,Toys,32.3,3
2024-09-22,West,Home & Garden,121.01,3
2023-02-22,Central,Home & Garden,299.03,4
2023-04-15,West,Electronics,797.68,5
2023-07-17,East,Electronics,720.91,3
2024-08-15,East,Electronics,829.63,1
2023-05-13,North,Electronics,759.18,1
2024-07-19,North,Toys,13.62,3
2023-11-15,North,Groceries,49.8,2
2024-09-12,East,Home & Garden,245.02,1
2024-06-02,East,Home & Garden,60.88,5
2024-04-02,North,Toys,51.58,3
2023-03-23,West,Toys,45.22,5
2024-03-27,North,Electronics,502.44,2
2023-11-12,north,Groceries,15.49,2
2024-03-11,South,Home & Garden,216.7,3
2023-05-20,South,Electronics,859.88,4
2024-05-03,north,Electronics,323.06,3
2023-06-05,North,Home & Garden,247.16,1
2023-11-25,Central,Clothing,100.77,1
2024-07-21,East,Groceries,,1
2023-09-13,North,Electronics,828.11,1
2023-05-19,North,Toys,40.84,5
2023-08-03,South,Clothing,59.86,2
2024-03-17,East,Electronics,655.01,4
2023-12-08,Central,Home & Garden,,3
2023-05-16,West,Clothing,26.06,3
2023-09-22,West,Electronics,209.27,2
2024-06-07,North,Clothing,43.87,4
2024-10-28,Central,Groceries,25.02,4
2023-07-20,Central,Electronics,792.74,5
2023-08-16,West,Groceries,26.75,5
2023-06-13,East,Electronics,522.07,4
2023-12-24,north,Toys,75.14,4
2024-11-02,South,Groceries,30.73,3
2023-05-14,Central,Home & Garden,214.43,4
2024-04-07,central,Groceries,20.21,5
2024-11-08,Central,Electronics,864.74,3
2024-09-05,West,Groceries,17.19,3
2024-04-03,East,Toys,67.32,3
2023-05-12,south,Toys,35.55,1
2023-11-04,North,Electronics,672.74,4
2023-08-17,South,Groceries,20.5,3
2023-11-23,South,Groceries,9.79,4
2024-07-19,South,Toys,57.67,3
2023-04-13,East,Home & Garden,127.81,1
2023-10-17,Central,Clothing,65.8,3
2023-12-15,East,Electronics,731.87,2
2023-07-06,South,Electronics,499.61,5
2023-10-17,North,Clothing,23.47,2
2023-12-13,Central,Groceries,46.11,3
2023-04-26,Central,Toys,23.82,5
2024-01-09,Central,Groceries,44.21,3
2023-12-28,West,Groceries,5.96,3
2024-01-28,East,Groceries,52.05,3
2024-01-11,South,Toys,64.31,2
2023-07-05,South,Toys,66.26,2
2023-10-08,South,Toys,66.24,4
2023-05-20,south,Groceries,51.12,2
2024-12-31,South,Groceries,37.49,5
2024-10-05,north,Groceries,12.88,2
2024-01-05,Central,Clothing,37.6,4
2024-11-03,East,Toys,,5
2024-08-13,North,Toys,55.93,1
2024-05-22,Central,Electronics,402.08,2
2023-08-01,Central,Home & Garden,275.64,2
2023-05-13,south,Home & Garden,200.69,4
2023-09-27,West,Toys,46.08,4
2023-02-24,East,Toys,30.88,5
2024-02-25,North,Toys,30.84,2
2024-01-18,East,Toys,49.91,1
2023-01-14,North,Electronics,623.86,2
2024-09-09,north,Electronics,668.58,2
2024-01-15,East,Toys,70.19,3
2023-11-19,North,Groceries,14.06,3
2024-03-05,Central,Groceries,8.8,1
2024-01-08,Central,Electronics,845.49,4
2024-05-22,East,Electronics,818.94,1
2024-05-17,East,Electronics,819.32,2
2023-12-25,North,Toys,35.97,1
2023-05-13,North,Home & Garden,128.95,5
2023-01-20,East,Home & Garden,110.81,3
2023-02-09,central,Home & Garden,149.23,4
2024-07-30,North,Groceries,26.92,1
2023-10-16,Central,Clothing,116.64,5
2023-02-18,South,Toys,79.22,3
2023-01-25,South,Home & Garden,148.59,5
2023-05-04,East,Home & Garden,163.16,4
2024-08-12,Central,Electronics,314.18,2
2024-10-10,West,Clothing,62.91,5
2024-02-08,North,Clothing,26.73,5
2023-03-23,North,Clothing,97.04,1
2023-06-26,East,Groceries,5.62,3
2023-01-10,West,Electronics,169.04,4
2023-12-02,East,Clothing,61.62,5
2023-03-01,North,Home & Garden,254.49,2
2024-03-30,East,Clothing,28.97,4
2023-12-30,west,Electronics,,3
2024-05-11,North,Clothing,58.5,2
2024-09-02,East,Home & Garden,118.59,1
2024-07-27,Central,Electronics,469.92,3
2023-04-12,West,Home & Garden,180.55,4
2023-08-31,East,Clothing,17.27,3
2023-05-13,South,Electronics,241.13,2
2023-07-17,West,Home & Garden,230.45,3
2023-01-14,South,Toys,25.41,5
2024-05-30,Central,Clothing,107.2,3
